date,lfalls,seneca,goose,monoc_jug,por
2021-02-12T23:00:00Z,7903,123,367,508,6490
2021-02-13T00:00:00Z,7870,121,366,505,6510
2021-02-13T01:00:00Z,7850,117,361,505,6510
2021-02-13T02:00:00Z,7828,120,361,505,6532
2021-02-13T03:00:00Z,7782,118,361,505,6540
2021-02-13T04:00:00Z,7805,119,355,505,6540
2021-02-13T05:00:00Z,7760,126,355,505,6550
2021-02-13T06:00:00Z,7760,126,355,501,6550
2021-02-13T07:00:00Z,7760,125,355,504,6580
2021-02-13T08:00:00Z,7740,124,354,501,6570
2021-02-13T09:00:00Z,7760,121,350,500,6580
2021-02-13T10:00:00Z,7760,119,350,497,6580
2021-02-13T11:00:00Z,7760,116,346,495,6580
2021-02-13T12:00:00Z,7782,113,345,492,6595
2021-02-13T13:00:00Z,7760,109,345,491,6595
2021-02-13T14:00:00Z,7782,108,345,487,6595
2021-02-13T15:00:00Z,7805,106,345,487,6595
2021-02-13T16:00:00Z,7805,106,345,484,6595
2021-02-13T17:00:00Z,7828,108,345,482,6602
2021-02-13T18:00:00Z,7850,112,345,482,6610
2021-02-13T19:00:00Z,7930,119,345,482,6610
2021-02-13T20:00:00Z,7952,127,345,482,6610
2021-02-13T21:00:00Z,7930,132,345,482,6630
2021-02-13T22:00:00Z,7952,134,345,482,6623
2021-02-13T23:00:00Z,7998,138,346,481,6622
2021-02-14T00:00:00Z,8020,138,350,482,6650
2021-02-14T01:00:00Z,7998,138,350,482,6665
2021-02-14T02:00:00Z,7952,142,350,479,6680
2021-02-14T03:00:00Z,7952,141,350,478,6680
2021-02-14T04:00:00Z,7930,145,350,478,6688
2021-02-14T05:00:00Z,7952,144,350,478,6702
2021-02-14T06:00:00Z,7975,141,350,474,6730
2021-02-14T07:00:00Z,7975,141,350,474,6730
2021-02-14T08:00:00Z,7930,138,350,474,6750
2021-02-14T09:00:00Z,7930,131,350,474,6758
